Company Name,Rating,Reviews,Industry,Location,Extra Locations
Health Prime International,3.1,(126),Analytics & KPO,Mumbai,+6 other locations
Nala Robotics,1.8,(126),Hyderabad / Secunderabad +3 other locations,,N/A
Vikram Sarabhai Space Centre,4.4,(126),Defence & Aerospace,Thiruvananthapuram,+11 other locations
Basix,4.3,(126),Financial Services,Hyderabad / Secunderabad,+64 other locations
Ajnara India,3.3,(126),Real Estate,Noida,+4 other locations
Prothious Engineering Services,3.4,(126),Design,Chennai,+6 other locations
CoLive,3.3,(126),Internet,Bangalore / Bengaluru,+8 other locations
Zaalima Development,4.2,(127),IT Services & Consulting,Bangalore / Bengaluru,+6 other locations
SKS Fasteners,3.3,(126),Auto Components,Pune,+5 other locations
Bimbo Bakeries India,3.7,(126),FMCG,New Delhi,+14 other locations
Accubits Technologies,3.2,(126),IT Services & Consulting,Thiruvananthapuram,+2 other locations
Loyal Textile Mills,3.8,(126),Fashion & Textile,Chennai,+12 other locations
Advance Auto Parts,3.4,(126),Auto Components,Hyderabad / Secunderabad,+1 other locations
DSM,4.2,(126),Chemicals,Hyderabad / Secunderabad,+24 other locations
Aero Club-Woodland Store,3.3,(126),Fashion & Textile,New Delhi,+49 other locations
Brindavan Beverages,3.8,(126),Beverage,Bareilly,+10 other locations
Jash Engineering,4.0,(126),Engineering & Construction,Indore,+3 other locations
Global Cloud Xchange,3.3,(126),Telecom,Mumbai,+6 other locations
ASA & Associates,3.5,(126),Accounting & Auditing,New Delhi,+11 other locations
Frugal Testing,4.8,(126),IT Services & Consulting,Hyderabad / Secunderabad,+1 other locations
Damro Furniture,3.6,(126),Furniture & Furnishing,Bangalore / Bengaluru,+25 other locations
Nippon Toyota,3.9,(126),Auto Components,Kochi,+11 other locations
Meena Bazaar,3.4,(127),Fashion & Textile,New Delhi,+19 other locations
Siemens Industry Software (India),4.2,(126),Industrial Automation,Pune,+7 other locations
Dr L H Hiranandani Hospital,3.9,(126),Healthcare,Mumbai,+6 other locations
Euronics Industries,3.8,(126),Building Material,Gurgaon / Gurugram,+18 other locations
Modenik Lifestyle,3.7,(125),Fashion & Textile,Bangalore / Bengaluru,+28 other locations
Lokmanya Multipurpose Co-op Society,3.3,(125),Financial Services,Pune,+23 other locations
Rysun Labs,3.2,(126),IT Services & Consulting,Ahmedabad,+5 other locations
GTN Engineering,4.0,(125),Metals & Mining,Coimbatore,+14 other locations
Sourcefuse Technologies,3.4,(125),IT Services & Consulting,Noida,+5 other locations
Weavetex Overseas,3.7,(125),Fashion & Textile,New Delhi,+9 other locations
Regal Rexnord Corporation,3.5,(125),Consumer Electronics & Appliances,Hyderabad / Secunderabad,+7 other locations
Mcpi,4.3,(125),Chemicals,Haldia,+4 other locations
Core Diagnostics,4.0,(125),Healthcare,Gurgaon / Gurugram,+16 other locations
bgr Mining infra pvt Ltd,4.0,(125),Metals & Mining,Hyderabad / Secunderabad,+16 other locations
Actis Technologies,4.1,(125),IT Services & Consulting,Mumbai,+11 other locations
Archidply Industries,3.6,(125),Furniture & Furnishing,New Delhi,+36 other locations
Computer Generated Solutions,3.2,(125),IT Services & Consulting,Hyderabad / Secunderabad,+6 other locations
FMI Automotive Components,4.1,(125),Auto Components,Gurgaon / Gurugram,+3 other locations
3 Gen Consulting,3.3,(125),Healthcare,Pune,+3 other locations
One Trust,3.0,(125),Software Product,Bangalore / Bengaluru,+4 other locations
Glen Appliances,4.0,(125),Consumer Electronics & Appliances,Faridabad,+24 other locations
Finorchem Limited,3.7,(125),Petrochemicals,Ankleshwar,+4 other locations
Light & Wonder,3.9,(125),Software Product,Bangalore / Bengaluru,+9 other locations
Urbanpro,3.5,(125),EdTech,Bangalore / Bengaluru,+22 other locations
Maven Silicon,4.2,(125),Semiconductors,Bangalore / Bengaluru,+5 other locations
Chandak Group,4.2,(125),Real Estate,Mumbai,+6 other locations
K.R.Pulp & Papers,3.5,(125),Pulp & Paper,Shahjahanpur,+5 other locations
Electronics for Imaging,3.7,(125),Printing & Publishing,Bangalore / Bengaluru,+6 other locations
INDIAN DESIGNS,4.2,(125),Fashion & Textile,Bangalore / Bengaluru,+9 other locations
K2k Infrastructure,4.2,(125),Engineering & Construction,Bangalore / Bengaluru,+7 other locations
AECC Global,3.5,(125),Financial Services,Chennai,+20 other locations
Katyayani Organics,4.2,(125),Agriculture,Bhopal,+1 other locations
ENTRI SOFTWARE,3.7,(125),EdTech,Kochi,+12 other locations
Raheja Universal,4.0,(125),Real Estate,Mumbai,+5 other locations
Republic TV,2.2,(125),Media & Entertainment,Mumbai,+9 other locations
Pixon Energy,4.1,(125),Electrical Equipment,Rajkot,+8 other locations
Multi Mantech International,2.6,(125),Engineering & Construction,Ahmedabad,+25 other locations
Birla Precision Technologies,3.6,(125),Industrial Machinery,Aurangabad,+14 other locations
QO BOX,4.7,(125),Chennai +3 other locations,,N/A
Lanco Anpara Power,4.1,(125),Power,Varanasi,+9 other locations
Drums Food International,4.5,(125),Food Processing,Mumbai,+22 other locations
FreshToHome,3.4,(125),Retail,Bangalore / Bengaluru,+19 other locations
Deendayal Antyodaya Yojana-National Rural Livelihoods Mission,3.6,(125),Government,Bhopal,+59 other locations
Oman National Engineering & Investment Company,4.0,(126),Engineering & Construction,Muscat,+7 other locations
Delux Bearings,4.3,(125),Auto Components,Surendranagar,+14 other locations
SOGEFI,3.4,(125),Auto Components,Pune,+7 other locations
Modern Foods,3.6,(125),Food Processing,Chennai,+21 other locations
Vogo Automotive,4.0,(125),Internet,Bangalore / Bengaluru,+13 other locations
GDX Group,4.1,(125),Law Enforcement & Security,New Delhi,+29 other locations
B5 Plus,3.2,(125),Iron & Steel,Vadodara,+9 other locations
Ageis,3.6,(125),Emerging Technologies,Bangalore / Bengaluru,+17 other locations
Jodo,3.5,(125),FinTech,Bangalore / Bengaluru,+19 other locations
Ebix Smartclass Educational Services,4.3,(126),EdTech,New Delhi,+34 other locations
Ntrust Infotech,3.4,(125),IT Services & Consulting,Chennai,+3 other locations
SKS Ispat & Power,3.7,(125),Industrial Machinery,Raipur,+7 other locations
Egniol Services Private Limited,3.0,(125),Legal,Ahmedabad,+8 other locations
Sofcon India Pvt Ltd,3.9,(125),Education & Training,Pune,+18 other locations
Stantec,3.7,(126),Pune +6 other locations,,N/A
Saint-Gobain Abrasives,3.8,(125),Building Material,Bangalore / Bengaluru,+26 other locations
Geo Designs And Research,3.7,(125),Engineering & Construction,Vadodara,+28 other locations
IIT Kanpur,4.1,(125),Education & Training,Kanpur,+6 other locations
Iprogrammer Solutions,4.0,(125),IT Services & Consulting,Pune,+3 other locations
Chandak Group,4.2,(125),Real Estate,Mumbai,+6 other locations
Nido Machineries,4.0,(125),Industrial Machinery,Mumbai,+14 other locations
Q Tech Microelectronics India,3.7,(125),Greater Noida +5 other locations,,N/A
K.R.Pulp & Papers,3.5,(125),Pulp & Paper,Shahjahanpur,+5 other locations
Electronics for Imaging,3.7,(125),Printing & Publishing,Bangalore / Bengaluru,+6 other locations
Jai Beverages,3.4,(125),Beverage,Jammu,+15 other locations
Karnataka Co-operative Milk Producers Federation,4.1,(125),Food Processing,Bangalore / Bengaluru,+30 other locations
KLM Laboratories,3.8,(125),Pharma,Vadodara,+26 other locations
AstroTalk,3.4,(124),Internet,Noida,+11 other locations
Bansal Hospital,4.1,(124),Healthcare,Bhopal,+18 other locations
A. Menarini India,3.7,(124),Pharma,Mumbai,+23 other locations
Annapurna Group,3.7,(124),FMCG,Guwahati,+18 other locations
insightsoftware,3.3,(124),Software Product,Hyderabad / Secunderabad,+5 other locations
IJM (India) Infrastructure,4.0,(124),Engineering & Construction,Hyderabad / Secunderabad,+13 other locations
Total Shipping & Logistics,3.3,(124),Logistics,Mumbai,+30 other locations
Farida Group,3.8,(124),Leather,Chennai,+7 other locations
V.Ships,4.2,(124),Ports & Shipping,Mumbai,+11 other locations
Galderma,3.3,(124),Healthcare,Mumbai,+30 other locations
Herman Miller,4.2,(124),Furniture & Furnishing,Bangalore / Bengaluru,+4 other locations
Krishna Institute of Medical Sciences,3.9,(124),Healthcare,Hyderabad / Secunderabad,+14 other locations
SembCorp,3.9,(124),Power,Gurgaon / Gurugram,+22 other locations
Mtg Learning Media,4.0,(124),Printing & Publishing,Gurgaon / Gurugram,+12 other locations
Fourth Partner Energy,4.3,(124),Power,Hyderabad / Secunderabad,+15 other locations
Apicore Pharmaceuticals,3.6,(124),Pharma,Vadodara,+6 other locations
Rina India,3.7,(124),Power,Mumbai,+31 other locations
Bajel Projects,4.2,(124),Mumbai +36 other locations,,N/A
Dunkin' Donuts,3.6,(124),Hospitality,New Delhi,+21 other locations
Flyweis Technology,4.5,(124),IT Services & Consulting,Noida,+4 other locations
Choice Solutions (India),3.6,(124),IT Services & Consulting,Hyderabad / Secunderabad,+14 other locations
SPARX IT Solutions,3.7,(124),IT Services & Consulting,Noida,+7 other locations
The West Coast Paper Mills,3.9,(124),Pulp & Paper,Dandeli,+10 other locations
Chandan Healthcare,3.2,(125),Healthcare,Lucknow,+11 other locations
Ramdev Food Products,4.3,(124),Food Processing,Ahmedabad,+19 other locations
Accel Limited,3.7,(124),IT Services & Consulting,Chennai,+30 other locations
Sushima Pharmaceuticals,4.3,(125),Pharma,Ghaziabad,+31 other locations
Johnson Electric,3.5,(124),Electronics Manufacturing,Chennai,+6 other locations
First Step Babywear,4.1,(124),Fashion & Textile,Hosur,+6 other locations
Lotus Wireless Technologies,3.2,(124),IT Services & Consulting,Visakhapatnam,+12 other locations
Stemmons Business Services,3.9,(124),BPO,Vadodara,N/A
Enrich Energy,4.1,(124),Real Estate,Pune,+10 other locations
SanDisk India Device Design Centre,3.7,(124),Hardware & Networking,Bangalore / Bengaluru,+7 other locations
House of Beauty,3.9,(124),Internet,Gurgaon / Gurugram,+16 other locations
MGM Medical College & Hospital,4.1,(124),Healthcare,Aurangabad,+13 other locations
Saya homes,4.2,(124),Real Estate,Noida,+6 other locations
InnoEye Technologies,3.3,(124),IT Services & Consulting,Indore,N/A
DelEx Cargo,4.3,(124),Logistics,Mumbai,+30 other locations
vSplash Techlabs,2.2,(124),IT Services & Consulting,Hyderabad / Secunderabad,+3 other locations
Verinite Technologies,4.1,(124),IT Services & Consulting,Pune,+2 other locations
Facilities And Building Solutions,3.5,(124),Engineering & Construction,Bangalore / Bengaluru,+14 other locations
Icomm Tele,3.9,(124),Telecom,Hyderabad / Secunderabad,+13 other locations
Deutsche Telekom,3.4,(124),Telecom,Pune,+6 other locations
IVY SOFTWARE DEVELOPMENT SERVICES,3.8,(124),IT Services & Consulting,Hyderabad / Secunderabad,+2 other locations
MicroGenesis Techsoft,3.6,(124),IT Services & Consulting,Bangalore / Bengaluru,+5 other locations
INDOASIAN,4.1,(124),Semiconductors,Noida,+26 other locations
QUTONE CERAMIC,3.9,(125),Building Material,Ahmedabad,+24 other locations
Agriculture Insurance Company of India,4.0,(124),Insurance,New Delhi,+50 other locations
Brady Corporation,4.1,(124),Printing & Publishing,Bangalore / Bengaluru,+12 other locations
Transformers & Rectifiers (India),4.1,(124),Electrical Equipment,Ahmedabad,+4 other locations
Hansa Research Group,3.9,(124),Analytics & KPO,Mumbai,+18 other locations
Ardom Towergen,3.8,(124),Telecom,Gurgaon / Gurugram,+17 other locations
vConstruct,4.0,(123),Engineering & Construction,Pune,+2 other locations
Nxtra Data,4.1,(123),IT Services & Consulting,Chennai,+11 other locations
Milliman,3.8,(123),Management Consulting,Gurgaon / Gurugram,+4 other locations
Meenakshi Mission Hospital & Research Centre,4.2,(123),Healthcare,Madurai,+10 other locations
Pritam International,3.4,(123),Consumer Electronics & Appliances,Roorkee,+16 other locations
Kaseya Software,3.3,(124),Software Product,Bangalore / Bengaluru,+4 other locations
Rakshit Drugs,3.7,(123),Pharma,Visakhapatnam,+5 other locations
Petron Engineering Construction,4.0,(123),Engineering & Construction,Mumbai,+26 other locations
Institutional Shareholder Services,3.6,(123),Analytics & KPO,Mumbai,+6 other locations
Forever New,3.9,(123),Retail,New Delhi,+28 other locations
C-Square Info Solutions,3.7,(123),IT Services & Consulting,Bangalore / Bengaluru,+13 other locations
Tanla Platforms,3.1,(123),Telecom,Hyderabad / Secunderabad,+5 other locations
Donaldson India Filter Systems,4.1,(123),Industrial Machinery,Gurgaon / Gurugram,+6 other locations
DRYCHEM SOLUTIONS,3.8,(123),Building Material,Mumbai,+16 other locations
Bambino Pasta Food Industries,4.0,(124),Food Processing,Hyderabad / Secunderabad,+31 other locations
Jss Pro Services,3.8,(123),Financial Services,Hyderabad / Secunderabad,+5 other locations
Gapbridge Software Services,3.3,(123),IT Services & Consulting,Bangalore / Bengaluru,+17 other locations
Enterslice,3.9,(123),FinTech,Noida,+4 other locations
Aqua Group,4.3,(123),Industrial Machinery,Coimbatore,+15 other locations
Thoucentric,3.9,(123),Management Consulting,Bangalore / Bengaluru,+6 other locations
Hills Cement Company,3.3,(123),Engineering & Construction,Guwahati,+7 other locations
Jss Pro Services,3.8,(123),Financial Services,Hyderabad / Secunderabad,+5 other locations
Bambino Pasta Food Industries,4.0,(124),Food Processing,Hyderabad / Secunderabad,+31 other locations
Gapbridge Software Services,3.3,(123),IT Services & Consulting,Bangalore / Bengaluru,+17 other locations
Milliman,3.8,(123),Management Consulting,Gurgaon / Gurugram,+4 other locations
Meenakshi Mission Hospital & Research Centre,4.2,(123),Healthcare,Madurai,+10 other locations
Nichino,3.5,(123),Hyderabad / Secunderabad +34 other locations,,N/A
Enterslice,3.9,(123),FinTech,Noida,+4 other locations
Nxtra Data,4.1,(123),IT Services & Consulting,Chennai,+11 other locations
QR Crypher,4.2,(123),Software Product,Chennai,+4 other locations
Axis Mutual Fund,3.8,(123),Financial Services,Mumbai,+41 other locations
Aqua Group,4.3,(123),Industrial Machinery,Coimbatore,+15 other locations
LeapScholar,3.3,(123),Bangalore / Bengaluru +15 other locations,,N/A
Growel Softech,2.7,(123),Recruitment,Pune,+6 other locations
Ultimate Flexipack,3.9,(123),Petrochemicals,Haridwar,+8 other locations
Embassy Group,3.9,(123),Real Estate,Bangalore / Bengaluru,+14 other locations
Donaldson India Filter Systems,4.1,(123),Industrial Machinery,Gurgaon / Gurugram,+6 other locations
DMI DRAEXLMAIER MANUFACTURING,4.0,(123),Industrial Machinery,Pune,+3 other locations
Aster Medcity,4.6,(123),Healthcare,Kochi,+10 other locations
Institutional Shareholder Services,3.6,(123),Analytics & KPO,Mumbai,+6 other locations
Decision Point,3.9,(123),Analytics & KPO,Gurgaon / Gurugram,+4 other locations
Ascent Meditech,3.3,(123),Other,Mumbai,+29 other locations
IG Infotech India,3.3,(123),IT Services & Consulting,Bangalore / Bengaluru,+5 other locations
Revlon,3.0,(123),Beauty & Personal Care,New Delhi,+27 other locations
Pasa Resources,3.4,(123),Agro Chemicals,Ranchi,+15 other locations
Paytm Mall,3.6,(123),Internet,Noida,+24 other locations
Cheers Interactive,3.3,(123),Management Consulting,Mumbai,+5 other locations
Tata Trusts,4.4,(123),Non-Profit,Mumbai,+32 other locations
RevFin,4.5,(123),Financial Services,New Delhi,+24 other locations
IntelliSmart Infrastructure,3.6,(123),Gurgaon / Gurugram +19 other locations,,N/A
Solera,3.1,(125),IT Services & Consulting,Bangalore / Bengaluru,+3 other locations
Smarter BIZ Technologies,3.2,(123),IT Services & Consulting,Bangalore / Bengaluru,+14 other locations
Thinkapps Solutions,4.0,(123),Recruitment,Mumbai,+27 other locations
Object Frontier Software,3.9,(123),IT Services & Consulting,Chennai,+3 other locations
JL Morison India,4.4,(123),FMCG,Mumbai,+36 other locations
Eskag Pharma,3.2,(123),Pharma,Kolkata,+17 other locations
Quatrro Mortgage Solutions,3.2,(123),Financial Services,Mumbai,+7 other locations
Hestabit Technologies,4.0,(123),IT Services & Consulting,Noida,+4 other locations
Optimus Information,3.8,(123),IT Services & Consulting,Noida,+6 other locations
Karnataka Power Transmission Corporation,4.2,(123),Power,Bangalore / Bengaluru,+34 other locations
Pearson,3.9,(123),Education & Training,Bangalore / Bengaluru,+16 other locations
BrowserStack,3.6,(123),Software Product,Mumbai,+6 other locations
Lokal App,3.7,(123),Internet,Bangalore / Bengaluru,+13 other locations
Tanla Platforms,3.1,(123),Telecom,Hyderabad / Secunderabad,+5 other locations
Wellknown Polyesters,3.9,(123),Fashion & Textile,Vapi,+11 other locations
Karnataka Power Transmission Corporation,4.2,(123),Power,Bangalore / Bengaluru,+34 other locations
UTI Mutual Fund,4.1,(123),Financial Services,Mumbai,+57 other locations
Rakshit Drugs,3.7,(123),Pharma,Visakhapatnam,+5 other locations
Dentsu Communications,3.2,(123),Pune +8 other locations,,N/A
Robinhood Insurance Broker,3.9,(123),Insurance,Mumbai,+21 other locations
Kerry Ingredients,3.6,(123),Food Processing,Bangalore / Bengaluru,+16 other locations
Radixweb,3.5,(123),IT Services & Consulting,Ahmedabad,+2 other locations
Chennais Amirta International Institute of Hotel Management,3.2,(123),Education & Training,Chennai,+15 other locations
Sirca Paints India,4.1,(123),Chemicals,New Delhi,+34 other locations
Rajasthan Aushdhalaya,3.9,(124),Pharma,Mumbai,+16 other locations
Deepak Foundation,4.0,(122),Non-Profit,Vadodara,+27 other locations
Kusalava International,3.9,(122),Industrial Machinery,Vijayawada,+9 other locations
Kamlesh Kumar Singh Engineers,4.4,(122),Engineering & Construction,Panipat,+19 other locations
Nahar Spinning Mills,4.1,(122),Fashion & Textile,Ludhiana,+7 other locations
Xihi Technology,3.4,(122),Electronics Manufacturing,Noida,+4 other locations
RPSG,3.9,(123),FMCG,Kolkata,+28 other locations
Mapro Foods,3.7,(122),FMCG,Pune,+30 other locations
Digicommerce Solutions,4.7,(122),Noida +5 other locations,,N/A
Vibatel Solutions,3.6,(122),BPO,Hyderabad / Secunderabad,+5 other locations
Disposafe Health And Life Care,3.2,(122),Medical Equipment,Faridabad,+4 other locations
Everest Group,3.3,(122),Analytics & KPO,Gurgaon / Gurugram,+13 other locations
Data Template Infotech,3.2,(122),IT Services & Consulting,Bangalore / Bengaluru,+4 other locations
Gracenote,3.6,(122),Media & Entertainment,Mumbai,+4 other locations
Institute of Chemical Technology,4.1,(122),Mumbai +28 other locations,,N/A
Redington Gulf,3.8,(122),IT Services & Consulting,Chennai,+2 other locations
Oerlikon Balzers,3.7,(122),Metals & Mining,Pune,+15 other locations
Viney Corporation,3.9,(122),Auto Components,Gurgaon / Gurugram,+10 other locations
Adlabs Imagica,4.0,(122),Events,Mumbai,+9 other locations
Ceipal,3.2,(122),Software Product,Hyderabad / Secunderabad,+6 other locations
Luxor International,3.7,(122),Retail,Noida,+6 other locations
Spykar Lifestyles,3.8,(122),Fashion & Textile,Mumbai,+33 other locations
DNV,4.1,(122),Management Consulting,Pune,+15 other locations
Grundfos Pumps,4.0,(122),Industrial Machinery,Chennai,+17 other locations
Horizontal Integration,3.5,(122),IT Services & Consulting,Bangalore / Bengaluru,+10 other locations
PearVisa Immigration Services,4.3,(122),Recruitment,New Delhi,+5 other locations
Happy Forging,3.7,(122),Auto Components,Ludhiana,+1 other locations
Mapro Foods,3.7,(122),FMCG,Pune,+30 other locations
Narayana Superspeciality Hospital,4.0,(122),Healthcare,Kolkata,+11 other locations
Institute of Chemical Technology,4.1,(122),Mumbai +28 other locations,,N/A
Redington Gulf,3.8,(122),IT Services & Consulting,Chennai,+2 other locations
DNV,4.1,(122),Management Consulting,Pune,+15 other locations
Grundfos Pumps,4.0,(122),Industrial Machinery,Chennai,+17 other locations
Arbro Pharmaceuticals,3.9,(122),Pharma,New Delhi,+7 other locations
Horizontal Integration,3.5,(122),IT Services & Consulting,Bangalore / Bengaluru,+10 other locations
IBM Consulting,3.8,(122),Bangalore / Bengaluru +10 other locations,,N/A
Oaknet Healthcare,3.6,(122),Pharma,Mumbai,+30 other locations
RAMADA PLAZA,4.2,(122),Hospitality,Chennai,+19 other locations
DQ Entertainment,3.9,(122),Animation & VFX,Hyderabad / Secunderabad,+2 other locations
Jhajharia Nirman Limited,4.2,(122),Bilaspur +31 other locations,,N/A
Gj Solutions,3.3,(122),Recruitment,Hyderabad / Secunderabad,+8 other locations
Meghmani Group,3.3,(122),Bharuch +11 other locations,,N/A
Radiant Guard Services Pvt. Ltd. - India,4.9,(122),Law Enforcement & Security,Pune,+13 other locations
IVL Dhunseri Petrochem Industries,4.0,(122),Chemicals,Haldia,+8 other locations
TML Business Services,3.9,(122),IT Services & Consulting,Pune,+14 other locations
Louis Dreyfus Company,4.1,(122),Agriculture,Gurgaon / Gurugram,+15 other locations
A2z Infra Engineering,3.5,(122),Engineering & Construction,Gurgaon / Gurugram,+22 other locations
Banaras Hindu University,4.6,(122),Education & Training,Varanasi,+12 other locations
Paladion Networks,3.8,(122),Hardware & Networking,Bangalore / Bengaluru,+5 other locations
Yahoo,4.6,(122),Internet,Bangalore / Bengaluru,+7 other locations
Maneesh Pharmaceuticals,4.1,(122),Pharma,Mumbai,+14 other locations
Helo.ai by VivaConnect,4.0,(122),Telecom,Mumbai,N/A
Magna Steyr,4.2,(124),Automobile,Pune,+2 other locations
Oman Shapoorji Llc,3.8,(122),Engineering & Construction,Muscat,+8 other locations
Digicommerce Solutions,4.7,(122),Noida +5 other locations,,N/A
GlowTouch Technologies,3.2,(122),BPO,Mangaluru,+4 other locations
Ansys Software Private Limited,4.1,(122),IT Services & Consulting,Pune,+5 other locations
Primus Super Speciality Hospital,3.2,(122),Healthcare,New Delhi,+7 other locations
Tcg Digital Solutions,3.2,(122),IT Services & Consulting,Kolkata,+5 other locations
Ebullient Securities,3.1,(122),Financial Services,Gurgaon / Gurugram,+1 other locations
Digamber Finance,4.0,(122),Financial Services,Jaipur,+33 other locations
Shri Ram Finance Corporation,2.8,(122),Raipur +42 other locations,,N/A
Eldeco Infrastructure & Properties,4.4,(122),Real Estate,New Delhi,+11 other locations
Remsons Industries,3.9,(122),Auto Components,Gurgaon / Gurugram,+9 other locations
Pioneer Wincon,4.2,(122),Power,Chennai,+17 other locations
Rotork Controls,3.2,(122),Industrial Machinery,Chennai,+14 other locations
MTX Group,3.1,(122),Hyderabad / Secunderabad +4 other locations,,N/A
Deoleo,4.0,(122),Food Processing,Mumbai,+32 other locations
Nucot,4.7,(123),Recruitment,Bangalore / Bengaluru,+1 other locations
PGEIN,3.5,(121),Accounting & Auditing,Chandigarh,+3 other locations
Nikhil Adhesives,4.0,(121),Chemicals,Mumbai,+31 other locations
Technosoft Corporation,3.3,(121),IT Services & Consulting,Chennai,+6 other locations
THERMAL SYSTEMS,3.9,(121),Industrial Machinery,Hyderabad / Secunderabad,+4 other locations
AKM Global,4.1,(122),Accounting & Auditing,Gurgaon / Gurugram,+10 other locations
Vee Gee Auto Components,3.9,(121),Ahmedabad +7 other locations,,N/A
Capline Services,3.0,(121),Healthcare,Noida,+4 other locations
Preet Tractors,2.8,(121),Automobile,Nabha,+25 other locations
Anmol Biscuits,4.4,(121),FMCG,Kolkata,+35 other locations
LAKME ACADEMY,3.6,(120),Beauty & Personal Care,New Delhi,+37 other locations
Airpay Payment Services,2.8,(121),FinTech,Mumbai,+43 other locations
KSK Mahanadi Power Company,3.8,(121),Power,Bilaspur,+5 other locations
Cogneesol,3.5,(121),BPO,Mohali,+4 other locations
Indovision Services,3.7,(122),IT Services & Consulting,New Delhi,+21 other locations
Appy Pie,3.9,(121),IT Services & Consulting,Noida,+4 other locations
Detox Group,4.0,(121),Chemicals,Ankleshwar,+14 other locations
Shipsy,4.1,(121),Software Product,Gurgaon / Gurugram,+4 other locations
Shipsy,4.1,(121),Software Product,Gurgaon / Gurugram,+4 other locations
Badafinance S&P Services,4.5,(121),Mumbai +1 other locations,,N/A
SVN SYSTECH INDIA,3.4,(121),IT Services & Consulting,Mumbai,+18 other locations
Lrs Services,3.3,(121),IT Services & Consulting,Noida,+22 other locations
Ess Kay Fabrication,3.6,(121),Engineering & Construction,Greater Noida,+9 other locations
Technosoft Corporation,3.3,(121),IT Services & Consulting,Chennai,+6 other locations
Phoenix Marketcity,4.0,(121),Retail,Mumbai,+9 other locations
PGEIN,3.5,(121),Accounting & Auditing,Chandigarh,+3 other locations
Nucot,4.7,(123),Recruitment,Bangalore / Bengaluru,+1 other locations
Preet Tractors,2.8,(121),Automobile,Nabha,+25 other locations
GetMyUni,3.3,(121),Education & Training,Bangalore / Bengaluru,+8 other locations
Vee Gee Auto Components,3.9,(121),Ahmedabad +7 other locations,,N/A
Capline Services,3.0,(121),Healthcare,Noida,+4 other locations
Anmol Biscuits,4.4,(121),FMCG,Kolkata,+35 other locations
SMARTe,3.6,(121),IT Services & Consulting,Mumbai,+7 other locations
Manav Rachna International School,3.9,(121),Education & Training,Faridabad,+4 other locations
Raj Industries,3.7,(121),Packaging,Ludhiana,+29 other locations
THERMAL SYSTEMS,3.9,(121),Industrial Machinery,Hyderabad / Secunderabad,+4 other locations
Nikhil Adhesives,4.0,(121),Chemicals,Mumbai,+31 other locations
Bankai Infotech,3.4,(122),IT Services & Consulting,Ahmedabad,+6 other locations
AKM Global,4.1,(122),Accounting & Auditing,Gurgaon / Gurugram,+10 other locations
Unipath Specialty Laboratory,4.0,(121),Healthcare,Ahmedabad,+21 other locations
Floating Numbers Digital Solutions,3.2,(121),IT Services & Consulting,Kolkata,+3 other locations
Century Rayon,3.8,(121),Fashion & Textile,Mumbai,+7 other locations
Quadgen Wireless Solutions,3.9,(121),Telecom,Bangalore / Bengaluru,+18 other locations
Cachet Pharmaceuticals,4.0,(121),Pharma,Mumbai,+25 other locations
LAKME ACADEMY,3.6,(120),Beauty & Personal Care,New Delhi,+37 other locations
Airpay Payment Services,2.8,(121),FinTech,Mumbai,+43 other locations
Bhilai Iron And Steel Processing Company,4.0,(121),Iron & Steel,Bhilai Nagar,+10 other locations
ESSPL,4.2,(121),IT Services & Consulting,Bhubaneswar,+5 other locations
EIH,3.9,(121),Hospitality,New Delhi,+12 other locations
Axles India,3.5,(121),Auto Components,Chennai,+10 other locations
Techved Consulting,3.5,(121),IT Services & Consulting,Mumbai,+6 other locations
Smile Foundation,4.0,(121),Non-Profit,New Delhi,+26 other locations
KSK Mahanadi Power Company,3.8,(121),Power,Bilaspur,+5 other locations
Paras Buildtech,3.3,(121),Real Estate,Gurgaon / Gurugram,+4 other locations
Tracks Components,3.5,(121),Pune +8 other locations,,N/A
Stanvac Chemicals,3.3,(121),Chemicals,Gurgaon / Gurugram,+25 other locations
Drytech Processes (I),4.0,(122),Food Processing,Pandhurna,+5 other locations
Kserve Bpo,3.5,(121),BPO,Mumbai,+5 other locations
Sitec Labs,4.0,(121),Pharma,Mumbai,+1 other locations
Centurion University of Technology and Management,3.9,(121),Education & Training,Bhubaneswar,+15 other locations
KLES Dr. Prabhakar Kore Hospital & M.R.C,4.0,(121),Healthcare,Belgaum,+9 other locations
Urban Money,2.8,(122),Mumbai +39 other locations,,N/A
Vastu Finserve,3.9,(121),Jaipur +50 other locations,,N/A
Valu Connex Telecom Services Private,4.3,(121),Telecom,New Delhi,+38 other locations
Rinac India,4.0,(120),Import & Export,Bangalore / Bengaluru,+19 other locations
Wysetek Systems Technologists,3.6,(120),IT Services & Consulting,Mumbai,+11 other locations
Stellapps Technologies,3.7,(120),Software Product,Bangalore / Bengaluru,+29 other locations
EAPRO Global Ltd,3.7,(120),Consumer Electronics & Appliances,Roorkee,+16 other locations
Poct Services,3.8,(121),Medical Equipment,Lucknow,+29 other locations
Comnet Solutions,3.7,(120),Telecom,Mumbai,+22 other locations
Same Deutz-fahr,3.6,(120),Industrial Machinery,Vellore,+12 other locations
Axis Clinicals,4.1,(120),Clinical Research,Hyderabad / Secunderabad,+4 other locations
Marwadi Shares & Finance,4.2,(120),Financial Services,Rajkot,+24 other locations
Sun Pharma Advanced Research Company,4.1,(120),Pharma,Vadodara,+15 other locations
