Company Name,Rating,Reviews,Industry,Location,Extra Locations
Blowhorn,3.5,(193),Logistics,Bangalore / Bengaluru,+16 other locations
AYN InfoTech,4.7,(193),IT Services & Consulting,Pune,+12 other locations
Alghanim International,4.1,(192),Engineering & Construction,Kuwait City,+12 other locations
International Certification Services,3.3,(192),Other,Mumbai,+33 other locations
Hi Tech Informatics,3.9,(192),IT Services & Consulting,Mumbai,+45 other locations
Axio,3.7,(192),Financial Services,Bangalore / Bengaluru,+19 other locations
Crimson Interactive,2.8,(192),Content Development,Mumbai,+4 other locations
Praxis home Retail,4.1,(192),Retail,Mumbai,+28 other locations
Tbea Energy,3.9,(192),Electrical Equipment,Vadodara,+17 other locations
Adani Realty,3.7,(193),Real Estate,Mumbai,+8 other locations
East African (I) Overseas Dehradun,3.3,(192),Pharma,Dehradun,+10 other locations
Kwality Pharmaceuticals,3.8,(192),Pharma,Amritsar,+8 other locations
Microlink Solutions,4.0,(192),IT Services & Consulting,Ahmedabad,+29 other locations
Little Millennium,3.7,(192),EdTech,Pune,+38 other locations
Spacewood,3.6,(192),Furniture & Furnishing,Nagpur,+19 other locations
Kriti Industries,3.9,(192),Building Material,Indore,+33 other locations
Paramatrix Technologies,4.3,(192),Software Product,Mumbai,+4 other locations
Country Inns & Suites,4.0,(192),Hospitality,New Delhi,+24 other locations
Tatvasoft,3.7,(192),IT Services & Consulting,Ahmedabad,+3 other locations
Lokesh Machines,3.6,(192),Industrial Machinery,Hyderabad / Secunderabad,+11 other locations
Matix Fertilisers & Chemicals,3.7,(192),Chemicals,Durgapur,+14 other locations
Bharathi Cement,4.0,(192),Building Material,Kadapa,+31 other locations
Collman Services,3.7,(192),BPO,Chennai,+22 other locations
Renata Precision Components,3.7,(192),Industrial Machinery,Pune,+8 other locations
Sel Manufacturing Co.,3.7,(191),Fashion & Textile,Ludhiana,+14 other locations
Selectsys,3.6,(191),BPO,Hyderabad / Secunderabad,+1 other locations
VisionTek,3.6,(191),Telecom,Hyderabad / Secunderabad,+26 other locations
Pure & Cure Healthcare,4.0,(191),Pharma,Haridwar,+10 other locations
Prakash Industries,3.6,(191),Metals & Mining,Champa,+35 other locations
Absolute Barbecues,4.0,(191),Hospitality,Hyderabad / Secunderabad,+20 other locations
Sun Vacuum Formers,4.0,(191),Auto Components,Gurgaon / Gurugram,+7 other locations
Ushodaya Enterprises,4.0,(191),FMCG,Hyderabad / Secunderabad,+28 other locations
Amber,4.0,(191),Internet,Pune,+7 other locations
Gensol Engineering,3.8,(191),Power,Ahmedabad,+21 other locations
Vserve Ebusiness Solutions,4.2,(191),IT Services & Consulting,Coimbatore,+9 other locations
GKC Projects,4.2,(191),Engineering & Construction,Hyderabad / Secunderabad,+25 other locations
Go Speedy Go,4.7,(191),Automobile,Bhubaneswar,+11 other locations
Girnar Care,3.3,(191),BPO,Jaipur,+16 other locations
Droom,3.7,(191),Internet,Gurgaon / Gurugram,+1 other locations
Merkle Sokrati,3.8,(191),Marketing & Advertising,Pune,+2 other locations
Synthite Industries,4.1,(191),Food Processing,Kochi,+15 other locations
Aneja Associates,3.2,(191),Accounting & Auditing,Mumbai,+10 other locations
AISATS,3.2,(191),Aviation,New Delhi,+10 other locations
Development Consultants,3.5,(191),IT Services & Consulting,Kolkata,+14 other locations
South Eastern Coalfields,4.3,(191),Metals & Mining,Bilaspur,+25 other locations
Bharat Oman Refineries,3.9,(191),Oil & Gas,Bina,+14 other locations
COWI,4.0,(191),Engineering & Construction,Gurgaon / Gurugram,+4 other locations
RateGain,3.8,(192),IT Services & Consulting,Noida,+7 other locations
Girnar Care,3.3,(191),BPO,Jaipur,+16 other locations
Futurz Staffing Solutions,3.6,(191),Recruitment,Mumbai,+40 other locations
Gautam Solar,3.7,(192),Power,New Delhi,+16 other locations
Naga,3.5,(191),Food Processing,Dindigul,+20 other locations
RAXA,4.4,(190),Law Enforcement & Security,New Delhi,+25 other locations
HEG,3.8,(190),Semiconductors,Bhopal,+9 other locations
Numerator,4.0,(190),Vadodara +3 other locations,,N/A
Mold-Tek Technologies,3.4,(190),IT Services & Consulting,Hyderabad / Secunderabad,+11 other locations
TALENTEDGE,3.3,(190),EdTech,Pune,+11 other locations
YouTube,4.5,(190),Internet,New Delhi,+41 other locations
Dr Mohan's Diabetes Specialities Centre,3.8,(190),Healthcare,Chennai,+35 other locations
Turito,3.0,(190),EdTech,Hyderabad / Secunderabad,+10 other locations
Sila Solutions,3.9,(190),Facility Management Services,Mumbai,+19 other locations
Pahal Financial Services,4.2,(190),NBFC,Ahmedabad,+74 other locations
HostBooks,2.8,(193),Software Product,Gurgaon / Gurugram,+8 other locations
Zivame.com,3.7,(190),Bangalore / Bengaluru +29 other locations,,N/A
Business Integrity Services,4.2,(190),Healthcare,Chennai,+3 other locations
Supreme Treon,4.1,(190),Auto Components,Pune,+26 other locations
eligarf Technologies,4.3,(190),Emerging Technologies,Pune,+2 other locations
Interocean Group,4.4,(190),Ports & Shipping,New Delhi,+16 other locations
All India Radio,4.3,(189),Broadcasting,New Delhi,+76 other locations
Nuance Transcription Services,4.1,(190),IT Services & Consulting,Bangalore / Bengaluru,+9 other locations
Moody's,4.0,(190),Analytics & KPO,Bangalore / Bengaluru,+7 other locations
DST Worldwide Services,4.0,(190),Hyderabad / Secunderabad +5 other locations,,N/A
Anri Solutions HR Services,3.6,(190),Recruitment,New Delhi,+8 other locations
Volksoft Technologies,4.3,(190),Software Product,Hyderabad / Secunderabad,+2 other locations
Eternis Fine Chemicals,3.5,(190),Chemicals,Pune,+7 other locations
Akbar Travels,3.5,(190),Travel & Tourism,Mumbai,+30 other locations
Fragomen Immigration Services,3.6,(191),Travel & Tourism,Kochi,+10 other locations
Man Industries,3.7,(190),Building Material,Mumbai,+14 other locations
ExcelSoft Technologies,3.4,(189),IT Services & Consulting,Mysuru / Mysore,+4 other locations
Ganit Inc,3.8,(189),IT Services & Consulting,Chennai,+7 other locations
Moreish Food,3.4,(190),Food Processing,Kolkata,+24 other locations
Colourtex,3.8,(189),Chemicals,Surat,+11 other locations
ITCube Solutions,3.0,(189),IT Services & Consulting,Pune,+7 other locations
Steelman Telecom,3.9,(189),Kolkata +41 other locations,,N/A
MBL Infrastructure Limited,3.9,(189),Engineering & Construction,New Delhi,+22 other locations
Tci Freight,3.9,(189),Logistics,Gurgaon / Gurugram,+41 other locations
NKC Projects,4.0,(190),Engineering & Construction,Gurgaon / Gurugram,+23 other locations
AT&S,3.9,(189),Semiconductors,Mysuru / Mysore,+28 other locations
CLR Facility Services,3.7,(189),Facility Management Services,Pune,+35 other locations
Weikfield Foods,3.7,(189),Food Processing,Pune,+39 other locations
Beri Udyog,3.9,(189),Industrial Machinery,Karnal,+16 other locations
Cummins Generator Technologies,4.4,(189),Industrial Machinery,Pune,+18 other locations
Man Industries,3.7,(190),Building Material,Mumbai,+14 other locations
RLabs Enterprise Services,3.2,(189),Recruitment,Bangalore / Bengaluru,+12 other locations
Career Launcher,3.7,(189),Education & Training,New Delhi,+40 other locations
Arabtec Construction,4.5,(188),Engineering & Construction,New Delhi,+15 other locations
Pratibha Industries,4.5,(189),Engineering & Construction,New Delhi,+21 other locations
Spectrum Consultants,2.7,(189),Recruitment,Pune,+13 other locations
Quest Diagnostics,4.2,(189),Healthcare,Hyderabad / Secunderabad,+11 other locations
Rays Power Infra,4.0,(189),Power,Jaipur,+26 other locations
Special Technical Services,4.1,(189),Oil & Gas,Muscat,+14 other locations
Red FM 93.5,3.8,(189),Broadcasting,Bangalore / Bengaluru,+48 other locations
Chhatrapati Shivaji International Airport,3.8,(189),Real Estate,Mumbai,+9 other locations
Anlage Infotech,3.4,(189),IT Services & Consulting,Bangalore / Bengaluru,+16 other locations
Marolix Technology Solutions,3.0,(189),IT Services & Consulting,Hyderabad / Secunderabad,+4 other locations
JAY JAY MILLS,4.2,(188),Fashion & Textile,Erode,+14 other locations
Balasore Alloys,3.9,(189),Metals & Mining,Balasore,+14 other locations
SMS Pharmaceuticals,3.5,(188),Pharma,Hyderabad / Secunderabad,+5 other locations
MMTC-PAMP,3.4,(188),Metals & Mining,Gurgaon / Gurugram,+18 other locations
SSEM,3.6,(188),Industrial Machinery,Riyadh,+20 other locations
Hartek Group,3.9,(188),Engineering & Construction,Mohali,+17 other locations
Avis,3.8,(188),Internet,Gurgaon / Gurugram,+19 other locations
BPO+,4.2,(188),BPO,New Delhi,+46 other locations
Honasa Consumer,3.7,(189),Beauty & Personal Care,Gurgaon / Gurugram,+35 other locations
Indo Rama Synthetics (i),3.3,(188),Fashion & Textile,Nagpur,+10 other locations
E Pack Polymers,3.8,(188),Packaging,Greater Noida,+17 other locations
WovVTech,4.3,(188),Software Product,Vadodara,+11 other locations
PMEA Solar Tech Solutions,3.9,(188),Nashik +14 other locations,,N/A
Root Industries,4.1,(188),Auto Components,Coimbatore,+15 other locations
Soothe Healthcare,3.5,(188),Healthcare,Noida,+43 other locations
Amentum,4.0,(188),Defence & Aerospace,Bangalore / Bengaluru,+22 other locations
Ncc Urban Infrastructure,4.0,(188),Engineering & Construction,Hyderabad / Secunderabad,+23 other locations
Loconav,3.0,(188),Software Product,Gurgaon / Gurugram,+9 other locations
Jyoti Structures,3.7,(188),Power,Mumbai,+38 other locations
Radius Global Solutions,2.8,(188),BPO,Mumbai,+7 other locations
Mol Information Processing Services India,3.7,(188),IT Services & Consulting,Hyderabad / Secunderabad,+6 other locations
Unthinkable Solutions,3.0,(188),IT Services & Consulting,Gurgaon / Gurugram,+3 other locations
Scyo Decision Services,4.7,(188),Analytics & KPO,Chennai,+2 other locations
NIELIT,3.9,(188),Education & Training,New Delhi,+43 other locations
Meditab Software,3.1,(188),Software Product,Ahmedabad,+3 other locations
AWC Software,3.8,(188),IT Services & Consulting,Noida,+15 other locations
PIX Transmissions,3.5,(188),Fashion & Textile,Nagpur,+9 other locations
Profectus Capital,3.8,(188),Financial Services,Mumbai,+27 other locations
IIHT,4.0,(189),Bangalore / Bengaluru +29 other locations,,N/A
Kanoria Chemicals & Industries,3.9,(188),Chemicals,Ankleshwar,+14 other locations
Sneha Farms,4.0,(188),Agriculture,Hyderabad / Secunderabad,+19 other locations
Service Master Clean,4.1,(188),Facility Management Services,New Delhi,+45 other locations
Mashreq Bank,3.2,(188),Banking,Bangalore / Bengaluru,+11 other locations
Bosch Power Tools,4.3,(188),Industrial Machinery,Chennai,+37 other locations
Sankey Solutions,4.0,(188),IT Services & Consulting,Mumbai,+5 other locations
Omprime Technology Private Limited,3.8,(189),IT Services & Consulting,Gurgaon / Gurugram,+6 other locations
UGC Supply Chain Solutions,3.2,(187),Logistics,Pune,+22 other locations
Centrient Pharmaceuticals,3.9,(187),Pharma,Chandigarh,+16 other locations
Symphoni HR,4.2,(187),Recruitment,Mumbai,+1 other locations
Knoldus Inc,3.9,(187),IT Services & Consulting,Noida,+3 other locations
Mitsubishi Heavy Industries,4.2,(187),Industrial Machinery,Mysuru / Mysore,+30 other locations
C DOT,3.7,(187),Telecom,New Delhi,+12 other locations
Sutlej Textiles and Industries,3.6,(187),Fashion & Textile,Mumbai,+15 other locations
Busy Infotech,4.0,(187),Software Product,New Delhi,+25 other locations
Advance India Projects,3.5,(187),Real Estate,Gurgaon / Gurugram,+10 other locations
Premier Indoplast,3.9,(187),Faridabad +17 other locations,,N/A
Dish Infra Services,3.3,(187),Telecom,New Delhi,+68 other locations
ACT Plast Paints,4.0,(187),Chemicals,Chennai,+12 other locations
Biostadt,4.3,(187),Agriculture,Mumbai,+51 other locations
Riddhi Corporate Services,3.7,(187),IT Services & Consulting,Ahmedabad,+43 other locations
Blue Cross Laboratories,4.1,(187),Pharma,Nashik,+44 other locations
Hippo Stores,3.3,(188),Retail,New Delhi,+14 other locations
Rapid Care Transcription,4.5,(187),Analytics & KPO,Chennai,+4 other locations
Rotostat Services,4.0,(187),Industrial Machinery,Mumbai,+28 other locations
M*Modal,3.6,(187),IT Services & Consulting,Bangalore / Bengaluru,+10 other locations
Zinnov Management Consulting,3.4,(188),Management Consulting,Bangalore / Bengaluru,+13 other locations
Q3 Technologies,3.5,(187),IT Services & Consulting,Gurgaon / Gurugram,+9 other locations
Siemens PLM Software,4.1,(187),Industrial Automation,Pune,+11 other locations
Chitkara University,4.1,(187),Education & Training,Chandigarh,+7 other locations
Khanna Paper Mills,3.9,(188),Pulp & Paper,Amritsar,+14 other locations
ILS Hospitals,3.7,(187),Healthcare,Kolkata,+9 other locations
John Deere Financial,4.3,(187),NBFC,Pune,+49 other locations
Pacific Global,3.5,(187),FinTech,Noida,+11 other locations
Rustomjee Group,3.9,(187),Real Estate,Mumbai,+5 other locations
Precision Group,3.6,(187),Industrial Machinery,Chennai,+38 other locations
Enser Communications,3.0,(186),IT Services & Consulting,Gurgaon / Gurugram,+14 other locations
Rama University,3.5,(186),Kanpur +12 other locations,,N/A
Annova Solutions,3.7,(186),Analytics & KPO,Indore,+7 other locations
Rudrabhishek Enterprises,3.5,(186),Urban Transport,Noida,+29 other locations
Patton International,3.6,(186),Iron & Steel,Kolkata,+4 other locations
Manipal Business Solutions,3.4,(187),Gurgaon / Gurugram +55 other locations,,N/A
Airblack,4.1,(186),EdTech,Gurgaon / Gurugram,+7 other locations
AGILE AIRPORT SERVICES,3.8,(187),Aviation,New Delhi,+33 other locations
Zifo RnD Solutions,3.7,(186),IT Services & Consulting,Chennai,+2 other locations
Doubletree By Hilton,4.1,(186),Hospitality,Gurgaon / Gurugram,+21 other locations
ARB Bearings,3.6,(186),Auto Components,New Delhi,+16 other locations
TomTom,4.1,(186),IT Services & Consulting,Pune,+2 other locations
Citylife Retail,3.9,(186),Retail,Kolkata,+47 other locations
SmartStream Technologies,3.4,(186),IT Services & Consulting,Bangalore / Bengaluru,+6 other locations
BPL Medical Technologies,3.9,(186),Medical Equipment,Bangalore / Bengaluru,+28 other locations
Shanthi Gears,3.4,(186),Auto Components,Coimbatore,+12 other locations
Alpha Design Technologies,3.7,(186),Defence & Aerospace,Bangalore / Bengaluru,+12 other locations
Arkade Group,3.9,(186),Real Estate,Mumbai,+5 other locations
CPM International,3.9,(186),Recruitment,New Delhi,+43 other locations
CyberSWIFT Infotech,3.5,(187),IT Services & Consulting,Kolkata,+8 other locations
Empower,4.0,(186),Insurance,Bangalore / Bengaluru,+8 other locations
Chrysalis High,3.7,(185),Bangalore / Bengaluru +2 other locations,,N/A
Bo International,3.9,(185),Beauty & Personal Care,New Delhi,+2 other locations
BetterPlace Safety Solutions,3.3,(185),IT Services & Consulting,Bangalore / Bengaluru,+11 other locations
Smart Energy Water,2.9,(186),IT Services & Consulting,Noida,+4 other locations
Ramoji Film City,4.1,(185),Media & Entertainment,Hyderabad / Secunderabad,+11 other locations
Bristol-Myers Squibb,3.7,(185),Pharma,Hyderabad / Secunderabad,+14 other locations
Ican BPO,4.4,(185),BPO,Thane,+3 other locations
JNET Technologies,4.0,(185),IT Services & Consulting,Hyderabad / Secunderabad,+23 other locations
Mvs Acmei Technologies,4.0,(185),Industrial Machinery,Hyderabad / Secunderabad,+31 other locations
Massmutual Global Business Services,3.9,(186),IT Services & Consulting,Hyderabad / Secunderabad,+2 other locations
EagleBurgmann,4.1,(185),Industrial Machinery,Pune,+18 other locations
Govt. Medical College,4.1,(185),Education & Training,Chandigarh,+68 other locations
Wave Infratech,3.8,(185),Real Estate,Noida,+8 other locations
First Citizens India,4.0,(185),Financial Services,Bangalore / Bengaluru,+3 other locations
Network Intelligence India,3.3,(185),Law Enforcement & Security,Mumbai,+8 other locations
Keolis Hyderabad Metro,4.0,(185),Urban Transport,Hyderabad / Secunderabad,+3 other locations
Pathfinder Business Analysis,3.4,(185),Management Consulting,Coimbatore,+13 other locations
Medgenome Labs,3.6,(185),Biotechnology,Bangalore / Bengaluru,+17 other locations
Government Medical College,4.0,(185),Education & Training,Srinagar,+60 other locations
Accord Synergy,3.6,(185),Hardware & Networking,Vadodara,+27 other locations
CloudMoyo,4.1,(185),Software Product,Pune,+1 other locations
Flair Writing Instruments,4.0,(185),Other,Mumbai,+42 other locations
Sendan International Co,2.2,(185),Engineering & Construction,Al Jubail,+17 other locations
Anand CY Myutec Automotive,3.8,(185),Auto Components,Gurgaon / Gurugram,+7 other locations
Matrix ComSec,3.7,(185),Law Enforcement & Security,Vadodara,+10 other locations
Cerium Systems,2.8,(185),IT Services & Consulting,Bangalore / Bengaluru,+7 other locations
Gujarat Narmada Valley Fertilizers & Chemicals,4.3,(185),Agro Chemicals,Bharuch,+14 other locations
VRC Constructions India,3.8,(185),Engineering & Construction,New Delhi,+35 other locations
Mfine,3.7,(184),Internet,Bangalore / Bengaluru,+15 other locations
Abu Dhabi National Hotels,4.2,(184),Hospitality,Abu Dhabi,+11 other locations
Navitas Life Sciences,3.4,(184),Clinical Research,Chennai,+7 other locations
Cogent,3.3,(185),IT Services & Consulting,Bangalore / Bengaluru,+25 other locations
FreshersNow,4.0,(184),Hyderabad / Secunderabad +38 other locations,,N/A
Sahajanand Laser Technology,3.3,(184),Industrial Machinery,Gandhinagar,+21 other locations
Frontizo Business Services,3.2,(184),BPO,Chandigarh,+9 other locations
Elsamex Maintenance Services,4.0,(184),Facility Management Services,Ahmedabad,+41 other locations
Torque Pharmaceuticals,3.7,(184),Pharma,Chandigarh,+31 other locations
SRR Projects,3.9,(184),Engineering & Construction,Hyderabad / Secunderabad,+17 other locations
Tonglit Autogistic,3.7,(184),Logistics,Chennai,+13 other locations
Tokai Imperial Rubber India,4.1,(184),Industrial Machinery,Faridabad,+10 other locations
